criterion_key,criterion_label,pool,rank,key,label,euclidean_distance,cosine_similarity
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,interviews,5,b4-sep10-2003:0,I feel like usually the leaders are super abusive.,0.9764132364242026,0.5233086379128686
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,interviews,6,b1-aug13-1342:0,"But, you know, here's where I see the privilege — I believe, in some areas of the world you are dominated by the conditions around you, the daily struggles in life, where people have to be in fight-or-flight mode, so they don't have the privilege to think or rethink their beliefs and say ""oh, this doesn't fit me, I'd like to follow this cult or that belief"" — while in some areas of the world, especially in war zones, when people are very close to death, I believe they'd rather stick to what they were raised on, because they believe this is the remedy, or this is what gives them the better life they'll have after.",0.9770661157396286,0.5226709524999782
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,interviews,7,ig-06:0,"attempting to deviate from academic norms through “breaking boundaries”, central figure with authoritative behavior and high controlled dynamic with attempts at isolating members from larger communities",0.9794739008942043,0.520315316982723
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,interviews,8,b1-aug08-1420:0,Any particular example?,0.9883780222660616,0.5115541927037827
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,interviews,9,b3-aug16-1517:0,And the members have to live by the rules of the group — very strict rules.,0.9944850195801813,0.5054995595071987
crit-harsh-living-conditions,Les conditions de vie particulièrement éprouvantes ou déstabilisantes,interviews,10,b1-aug08-2137:0,"Okay, no — that can be — this goes more into the religious and against a particular topic, but in a super extreme way.",1.0105596973238993,0.4893844732060334
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,entities,1,coercive persuasion,coercive persuasion,0.9298819953845695,0.5676597512781572
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,entities,2,a social psychological critique of 'brainwashing' claims about recruitment to new religions,a social psychological critique of 'brainwashing' claims about recruitment to new religions,0.9393701569065558,0.558791739128718
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,entities,3,the training of the cadre,the training of the cadre,0.9458547508458083,0.552679399339804
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,entities,4,doctrine over person,doctrine over person,0.9808140361312938,0.5190019250945043
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,entities,5,media trickery,media trickery,0.9848733861309766,0.5150121081239554
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,literature,1,anthony-and-robbins-2009-conversion-and-brainwashing-in-new-religious-movements:21,"If recruitment techniques are so sinister,' asks Levine, 'why do they so rarely work?' ( 1984B: 27).",0.8223960679894571,0.6618323648333964
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,literature,2,anthony-and-robbins-2009-conversion-and-brainwashing-in-new-religious-movements:29,brainwashing has something to do with recruitment mechanisms,0.8337794318857094,0.6524060066324615
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,literature,3,richardson-and-introvigne-2001-brainwashing-theories-in-european-parliamentary-a:5,The first phase of recruitment is evidently one of seduction.,0.8476295347395681,0.6407619679801697
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,literature,4,anthony-and-robbins-2009-conversion-and-brainwashing-in-new-religious-movements:13,Cult recruiters are alleged to systematically employ hypnotists' techniques,0.8565373367987403,0.6331719529353145
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,literature,5,2008-the-oxford-handbook-of-new-religious-movements-1:237,Cult recruiters are alleged to systematically employ hypnotists' techniques,0.8565373367987403,0.6331719529353145
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,literature,6,dawson-2009-cults-and-new-religious-movements-a-reader:164,coercive persuasion,0.8739507907044757,0.6181050374003002
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,literature,7,2008-the-oxford-handbook-of-new-religious-movements-1:227,coercive persuasion,0.8739507907044757,0.6181050374003002
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,literature,8,dawson-2009-cults-and-new-religious-movements-a-reader:264,cult recruitment,0.8769787763053022,0.6154540517413223
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,literature,9,anthony-and-robbins-2009-conversion-and-brainwashing-in-new-religious-movements:18,This is one reason why the subject of a cult recruitment attempt should not be viewed as a passive target overwhelmed by coercively compelling 'mind control tactics',0.8913519458784951,0.602745882574278
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,literature,10,lewis-and-t-llefsen-2016-the-oxford-handbook-of-new-religious-movements-volume-i:139,The brainwashing hypothesis is predicated on the loss of a recruit's ability to make informed decisions,0.8932802652237815,0.6010251885176254
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,interviews,1,b2-aug13-1840:0,"It's really easy to get kind of convinced to join a cult, by using some kind of false induction, false information.",0.9612528606739902,0.537996583945838
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,interviews,2,b1-aug09-2048:0,"But, yeah, it's a system of belief that spreads and exploits the gullible.",0.9725956361755462,0.5270288850296352
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,interviews,3,b3-aug22-2101:0,"des groupes fermés qui endoctrinent des gens en échange d'argent, la plupart du temps, et qui peuvent conduire à des dérives dangereuses.",0.9731684544098054,0.5264714789663787
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,interviews,4,b1-aug08-2145:0,"Yeah, so, yeah, a very different way of getting raised, I guess.",0.9833178382579595,0.5165428748725722
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,interviews,5,b2-aug13-1840:0,Somehow they try to convince people to join the cult.,0.9917267678299452,0.5082387681548154
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,interviews,6,b1-aug11-2011:0,but I might be wrong.,0.9943245102032744,0.5056594503926328
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,interviews,7,b1-aug09-2048:0,exploitation?,1.0063328930365087,0.49364705421400584
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,interviews,8,b3-aug21-1932:0,En les attirant vers quelque chose.,1.013870887259978,0.48603279086538365
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,interviews,9,b3-aug22-2057:0,"Manipulation, groupe, idéologie.",1.0184480222811405,0.4813817377834927
crit-deceptive-recruitment,Les méthodes de recrutement trompeuses,interviews,10,b1-aug13-1342:0,So there's a lot of brainwashing and abuse allegations.,1.0261598370625904,0.4734979856082008
crit-indoctrination-of-children,L'embrigadement des enfants,entities,1,children in new religions,children in new religions,0.9112921356259396,0.5847731175300473
crit-indoctrination-of-children,L'embrigadement des enfants,entities,2,let our children go!,let our children go!,0.9115332908167493,0.5845532805955258
crit-indoctrination-of-children,L'embrigadement des enfants,entities,3,the training of the cadre,the training of the cadre,0.9330032960646711,0.5647523317138814
crit-indoctrination-of-children,L'embrigadement des enfants,entities,4,demonstration,demonstration,0.9461056506082952,0.5524417860240125
crit-indoctrination-of-children,L'embrigadement des enfants,entities,5,the children of god,the children of god,0.9504409904616044,0.548330692206469
crit-indoctrination-of-children,L'embrigadement des enfants,literature,1,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults:186,The children are our future.,0.9048526845594222,0.5906206411502186
crit-indoctrination-of-children,L'embrigadement des enfants,literature,2,2008-the-oxford-handbook-of-new-religious-movements-1:354,child abuse,0.9149901240674378,0.5813962784031748
crit-indoctrination-of-children,L'embrigadement des enfants,literature,3,2008-the-oxford-handbook-of-new-religious-movements-1:368,New Age children,0.9181133225728823,0.578533909572366
crit-indoctrination-of-children,L'embrigadement des enfants,literature,4,2023-decoding-delusions-a-clinician-s-guide-to-working-with-delusions-and-other:134,a middle position,0.9215072897077287,0.5754121523754743
crit-indoctrination-of-children,L'embrigadement des enfants,literature,5,werbner-and-basu-2002-embodying-charisma-modernity-locality-and-the-performance:149,He is 12 or 13 years old.,0.9267454850906472,0.5705712730746515
crit-indoctrination-of-children,L'embrigadement des enfants,literature,6,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:309,The children are made to take part in Satanic rituals,0.9387311984637944,0.5593918794109625
crit-indoctrination-of-children,L'embrigadement des enfants,literature,7,lewis-and-t-llefsen-2016-the-oxford-handbook-of-new-religious-movements-volume-i:118,Love Our Children,0.9419786179495885,0.5563379442401475
crit-indoctrination-of-children,L'embrigadement des enfants,literature,8,2008-the-oxford-handbook-of-new-religious-movements-1:361,child custody cases,0.9432879424458283,0.5551039129639931
crit-indoctrination-of-children,L'embrigadement des enfants,literature,9,tomkins-2010-the-clapham-sect-how-wilberforce-s-circle-transformed-britain:40,the imitating multitude,0.9461784459639007,0.5523729422640817
crit-indoctrination-of-children,L'embrigadement des enfants,literature,10,clarke-2004-encyclopedia-of-new-religious-movements:76,The Children of God,0.9504409904616044,0.548330692206469
crit-indoctrination-of-children,L'embrigadement des enfants,interviews,1,b3-aug21-1932:0,En les attirant vers quelque chose.,0.8986893644428356,0.5961785278419006
crit-indoctrination-of-children,L'embrigadement des enfants,interviews,2,b3-aug23-1213:0,Des groupements...,0.9501147692954554,0.5486407300606374
crit-indoctrination-of-children,L'embrigadement des enfants,interviews,3,b3-aug21-1932:0,Une communauté.,0.9529838371797048,0.5459108481083347
crit-indoctrination-of-children,L'embrigadement des enfants,interviews,4,b3-aug21-1932:0,Illuminati.,0.9537655406052191,0.5451654346531883
crit-indoctrination-of-children,L'embrigadement des enfants,interviews,5,ig-03:0,Weird people coming together to do weird things.,0.9578631315256657,0.5412490333036319
crit-indoctrination-of-children,L'embrigadement des enfants,interviews,6,b1-aug08-2137:0,"You know, like, these people have — I don't know — thousands of children, because it's [encouraged] by nature.",0.958913525021448,0.5402423066322817
crit-indoctrination-of-children,L'embrigadement des enfants,interviews,7,b3-aug23-1213:0,ça peut être large.,0.9631623325781647,0.5361589676479166
crit-indoctrination-of-children,L'embrigadement des enfants,interviews,8,b3-aug18-1645:0,Qui suit des règles.,0.964595200778905,0.5347779821351669
crit-indoctrination-of-children,L'embrigadement des enfants,interviews,9,b3-aug18-1645:0,Groupe.,0.9666420644784591,0.5328014323850523
crit-indoctrination-of-children,L'embrigadement des enfants,interviews,10,ig-04:0,People dressed in white,0.9760640272757571,0.5236493869138483
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",entities,1,charismatic authority,charismatic authority,0.930064110112813,0.5674904745449639
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",entities,2,charismatic leadership,charismatic leadership,0.968887163174121,0.5306288113534482
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",entities,3,evolving perspectives on charismatic leadership,evolving perspectives on charismatic leadership,0.9753235910401767,0.5243718131746926
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",entities,4,satanic groups,satanic groups,0.9914913908578314,0.5084725933573373
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",entities,5,unifi cationism,unifi cationism,1.007862158935521,0.49210712889800556
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",literature,1,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults:221,Charismatic authority: Leadership was secretive and inaccessible.,0.7934003138229855,0.6852579614816394
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",literature,2,2008-the-oxford-handbook-of-new-religious-movements-1:142,"apocalyptic worldview, charismatic leadership, high levels of internal control, and intense internal solidarity that produces isolation from the surrounding society",0.8135442180626249,0.669072952836217
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",literature,3,2008-the-oxford-handbook-of-new-religious-movements-1:250,"Authoritarian submission, involving dependency on and deference to strong leaders.",0.8167647501902524,0.6664477758339031
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",literature,4,hammer-and-rothstein-2012-the-cambridge-companion-to-new-religious-movements:18,"Leaders are often described as guides, trainers, counselors who, formally at least, typically have more limited authority than counterparts in world-rejecting/transformative movements.",0.8353784065671769,0.6510713908353658
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",literature,5,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:20,"a dominant male charismatic leader, a hierarchical male leadership structure, doctrinal beliefs that privilege male superiority, strong gender norms governing behavior, and a highly paternalistic family structure",0.8406571137860677,0.6466479102792125
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",literature,6,davis-and-hankins-2002-new-religious-movements-and-religious-liberty-in-america:80,"It must be noted that charismatic leadership is socially constructed, and if there are no believers in a person's claimed access to an unseen source of authority, then there is no charismatic leader.",0.8452485245212668,0.642777341251924
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",literature,7,2023-decoding-delusions-a-clinician-s-guide-to-working-with-delusions-and-other:64,"movements with distinctly apocalyptic worldviews, charismatic leadership, tight internal social control, and intense communal solidarity",0.847056436473738,0.641247736760195
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",literature,8,saliba-2009-psychology-and-the-new-religious-movements:4,They frequently refer to the movements as malevolent and destructive cults or totalistic groups that demand hyper-compliance and use coercive power and undue authority.,0.8536427471124928,0.6356470869814896
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",literature,9,2008-the-oxford-handbook-of-new-religious-movements-1:250,"Evangelism, or concern with proselytization (there may be exceptions here in terms of groups which have isolated themselves in such a way as to inhibit outreach-such groups may be particularly volatile).",0.8537764307075949,0.6355329125653599
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",literature,10,2008-the-oxford-handbook-of-new-religious-movements-1:295,They frequently refer to the movements as malevolent and destructive cults or totalistic groups that demand hypercompliance and use coercive power and undue authority.,0.8585000291291446,0.6314888802211148
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",interviews,1,b3-aug16-1517:0,"Because they have a singular leader, it's not easy to get into the group, you have to go through an integration process, and it's a very closed community.",0.8527504953804306,0.6364082930623135
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",interviews,2,ig-06:0,"attempting to deviate from academic norms through “breaking boundaries”, central figure with authoritative behavior and high controlled dynamic with attempts at isolating members from larger communities",0.8623413414990821,0.6281837177952359
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",interviews,3,b1-aug05-1650:0,"It's a group, but without any kind of hierarchy — key members, or a set number of members.",0.8950851390663775,0.5994112950390176
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",interviews,4,b1-aug08-2145:0,"And, yeah, so they are very isolated, in a way — they need to follow strict principles, there are a lot of rules, and very little contact is allowed outside of the group.",0.9033430477252261,0.5919856718863618
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",interviews,5,b1-aug09-2048:0,"All those smaller church denominations with a charismatic leader and their own little special lore — something that usually exploits vulnerable people, gullible people, you know — extracts resources and sex from them, depending on the type of cult.",0.9065704104060882,0.5890649959592811
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",interviews,6,b3-aug22-2101:0,"des groupes fermés qui endoctrinent des gens en échange d'argent, la plupart du temps, et qui peuvent conduire à des dérives dangereuses.",0.9131034295706533,0.583121046054877
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",interviews,7,b4-sep10-2003:0,"I think the fact that we get obsessed with it — if it's a very enclosed, non-welcoming community, it could make it feel like that — but I don't think there's a leader that we follow.",0.9141357388058051,0.5821780202788198
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",interviews,8,b4-sep10-2003:0,"A group of people that are blindly devoted, or blindly follow a belief without questioning it.",0.9155668597443971,0.5808685950952854
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",interviews,9,ig-02:0,These would happen on sight but also kinda behind the doors and there was also several groups with different leaders.,0.9175766527453303,0.5790266497391151
crit-authoritarian-opaque-group,"L'existence d'un groupe organisé sur un mode autoritaire, opaque et cloisonné, avec présence d'un dirigeant de type leader charismatique ou praticien référent exclusif",interviews,10,ig-07:0,"But I suppose most commonly I'd consider groups of people with some commonly considered 'alternative' beliefs and a person, figure or certain idea as a central element within their communal belief system.",0.919068617672976,0.5776563885034404
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,entities,1,radical departures,radical departures,0.9573632815618247,0.5417278389112841
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,entities,2,satanic groups,satanic groups,0.9634354938515607,0.5358962841826598
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,entities,3,concerned relatives,concerned relatives,1.004620953851151,0.49536861018455397
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,entities,4,away team,away team,1.004647004782643,0.49534214235898444
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,entities,5,older members,older members,1.0093845470496825,0.49057166904507354
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,literature,1,clarke-2004-encyclopedia-of-new-religious-movements:369,it is almost impossible for the person to leave the group. The submission is complete.,0.6706510989599401,0.775113538195922
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,literature,2,richardson-and-introvigne-2001-brainwashing-theories-in-european-parliamentary-a:18,it is almost impossible for him to leave the group .... The submission is complete.,0.7304740896721916,0.7332039836440459
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,literature,3,melton-2014-encyclopedic-handbook-of-cults-in-america:17,a lengthy indoctrination by the group is frequently necessary,0.8332102489669195,0.6528803589325605
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,literature,4,clarke-2004-encyclopedia-of-new-religious-movements:159,a term that refers to controversial groups that are odd and even dangerous to group members and others,0.8463125740683511,0.6418775337083757
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,literature,5,2023-decoding-delusions-a-clinician-s-guide-to-working-with-delusions-and-other:77,high-level defections may traumatize the leader and enhance group volatility,0.8691623037034869,0.6222785745728948
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,literature,6,dawson-2009-the-study-of-new-religious-movements-and-the-radicalization-of-home:11,the internal volatility of the group magnified the threat,0.8750770492997527,0.6171201840051945
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,literature,7,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults:195,As hard as it might be to fathom belonging to a cult,0.8761655962487227,0.6161671009562355
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,literature,8,denaux-2002-the-attitude-of-belgian-authorities-toward-new-religious-movements:11,it is not possible to say a priori whether a group is or is not dangerous,0.8765617276673157,0.6158199862680038
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,literature,9,2008-the-oxford-handbook-of-new-religious-movements-1:245,few were aware of a steady stream of disaffected members exiting these movements by the back door,0.8845799463887556,0.6087592746544147
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,literature,10,namini-et-al-2009-how-is-well-being-related-to-membership-in-new-religious-movem:1,I suffered from the group pressure and anxieties,0.8855412932335052,0.6079085346968451
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,interviews,1,b3-aug16-1517:0,And the members have to live by the rules of the group — very strict rules.,0.8065158341073195,0.6747661189293903
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,interviews,2,b3-aug16-1517:0,"Because they have a singular leader, it's not easy to get into the group, you have to go through an integration process, and it's a very closed community.",0.8211778272539754,0.662833548447482
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,interviews,3,b4-sep10-2003:0,"Yeah, because it's like, once you start, it's hard to leave.",0.8471981834590823,0.641127779321836
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,interviews,4,b1-aug08-2145:0,"And, yeah, so they are very isolated, in a way — they need to follow strict principles, there are a lot of rules, and very little contact is allowed outside of the group.",0.8493062166654203,0.6393395455332429
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,interviews,5,b3-aug22-2101:0,"des groupes fermés qui endoctrinent des gens en échange d'argent, la plupart du temps, et qui peuvent conduire à des dérives dangereuses.",0.9044062683445381,0.5910247107843185
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,interviews,6,b1-aug08-2137:0,"And, top — like, not everybody can be there, and, like, kind of a higher status.",0.9221820913102023,0.5747901470205924
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,interviews,7,ig-02:0,These would happen on sight but also kinda behind the doors and there was also several groups with different leaders.,0.9228691182091318,0.5741564832691314
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,interviews,8,b1-aug08-2128:0,"Something suspicious, something dangerous, something not normal.",0.9300905976879256,0.5674659432303257
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,interviews,9,b4-sep10-2003:0,I feel like usually the leaders are super abusive.,0.9314821965095367,0.5661707033064053
crit-difficulty-leaving-group,De grandes difficultés voire une impossibilité pour un membre de quitter ledit groupe,interviews,10,b3-aug18-1645:0,Un groupe qui suit une doctrine.,0.9409824584351562,0.5572762228975878
crit-physical-integrity-harm,"Les atteintes à l'intégrité physique des personnes en état de faiblesse et d'ignorance, et plus généralement la commission d'actes criminels ou délictueux sur des individus, majeurs ou mineurs",entities,1,submissiveness,submissiveness,1.007887025093853,0.4920818832993415
crit-physical-integrity-harm,"Les atteintes à l'intégrité physique des personnes en état de faiblesse et d'ignorance, et plus généralement la commission d'actes criminels ou délictueux sur des individus, majeurs ou mineurs",entities,2,crimes of obedience,crimes of obedience,1.0195543765726967,0.480254573938307
crit-physical-integrity-harm,"Les atteintes à l'intégrité physique des personnes en état de faiblesse et d'ignorance, et plus généralement la commission d'actes criminels ou délictueux sur des individus, majeurs ou mineurs",entities,3,conscientious objection,conscientious objection,1.0235874176897317,0.476134507403127
crit-physical-integrity-harm,"Les atteintes à l'intégrité physique des personnes en état de faiblesse et d'ignorance, et plus généralement la commission d'actes criminels ou délictueux sur des individus, majeurs ou mineurs",entities,4,dianetics: the modern science of mental health,dianetics: the modern science of mental health,1.0251660169794383,0.47451754849612343
crit-physical-integrity-harm,"Les atteintes à l'intégrité physique des personnes en état de faiblesse et d'ignorance, et plus généralement la commission d'actes criminels ou délictueux sur des individus, majeurs ou mineurs",entities,5,recovery from cults: help for victims of psychological and spiritual abuse,recovery from cults: help for victims of psychological and spiritual abuse,1.0335598489457458,0.46587686904936465
crit-physical-integrity-harm,"Les atteintes à l'intégrité physique des personnes en état de faiblesse et d'ignorance, et plus généralement la commission d'actes criminels ou délictueux sur des individus, majeurs ou mineurs",literature,1,adeliyan-tous-et-al-2023-using-law-to-limit-religious-freedom-the-case-of-new-re:22,"It is a deviation from freedom of thought, opinion or religion which undermines public order, laws or regulations, or persons' fundamental rights, security or integrity.",0.8361421271547677,0.6504331605359691
crit-physical-integrity-harm,"Les atteintes à l'intégrité physique des personnes en état de faiblesse et d'ignorance, et plus généralement la commission d'actes criminels ou délictueux sur des individus, majeurs ou mineurs",literature,2,richardson-and-introvigne-2001-brainwashing-theories-in-european-parliamentary-a:11,the goal or effect to create or to exploit the state of mental or physical dependence of people who are participating in its activities,0.8776757294878668,0.6148428539640985
crit-physical-integrity-harm,"Les atteintes à l'intégrité physique des personnes en état de faiblesse et d'ignorance, et plus généralement la commission d'actes criminels ou délictueux sur des individus, majeurs ou mineurs",literature,3,davis-and-hankins-2002-new-religious-movements-and-religious-liberty-in-america:129,"use of powers derived from evil spirits, the use of sorcery, or the use of supernatural powers with malicious intent",0.8931842367794176,0.6011111920273444
crit-physical-integrity-harm,"Les atteintes à l'intégrité physique des personnes en état de faiblesse et d'ignorance, et plus généralement la commission d'actes criminels ou délictueux sur des individus, majeurs ou mineurs",literature,4,adeliyan-tous-et-al-2023-using-law-to-limit-religious-freedom-the-case-of-new-re:8,"Groups aiming through maneuvers of psychological destabilization to obtain unconditional allegiance from their followers, a diminution in critical thinking, and a rupture with commonly accepted references (ethical, scientific, civic, educational), and entailing dangers for individual freedoms, health, education, and democratic institutions.",0.8958900339091557,0.5986905674688072
crit-physical-integrity-harm,"Les atteintes à l'intégrité physique des personnes en état de faiblesse et d'ignorance, et plus généralement la commission d'actes criminels ou délictueux sur des individus, majeurs ou mineurs",literature,5,clarke-2004-encyclopedia-of-new-religious-movements:6,Moral evil is widely understood to result from ignorance or lack of awareness of the true nature of the Self.,0.9008369919425576,0.594246233070893
crit-physical-integrity-harm,"Les atteintes à l'intégrité physique des personnes en état de faiblesse et d'ignorance, et plus généralement la commission d'actes criminels ou délictueux sur des individus, majeurs ou mineurs",literature,6,anthony-and-robbins-2009-conversion-and-brainwashing-in-new-religious-movements:1,a useful though scientifically imprecise concept which refers to an array of complex phenomena resulting in the impairment of the individual's cognitive and social functioning,0.9092862343659851,0.5865992346217735
