review_id,arm,selection_stratum,document_id,chunk_index,page_range,candidate_rank,expression_kind,verbatim_expression,embedding_text,embedding_equals_verbatim,context_window,attribution,claim_mode,epistemic_status,entity_anchors,relevance_note,screen_flags,chunk_integrity_score,document_integrity_flag,raw_archive_line,judge_model,judge_faithful,judge_self_contained,judge_cult_relevant,judge_textually_intelligible,judge_atomic,judge_attribution_correct,judge_claim_mode_correct,judge_epistemic_status_correct,judge_recommended_epistemic_status,judge_better_span,judge_extraction_issue,judge_note,faithful,self_contained,cult_relevant,textually_intelligible,atomic,attribution_correct,claim_mode_correct,epistemic_status_correct,recommended_epistemic_status,better_span_exists_in_chunk,extraction_issue,reviewer_notes
44,v1,random,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,179,227-227,,,"Over time, because of Dixon's disenchantment with local issues and working-class causes, which she felt were not making enough of an impact and were reformist rather than revolutionary in nature, the focus changed from local work to international causes, from a biweekly newspaper distributed locally by the members to dense academic books and theoretical journals put out by the publishing arm and distributed through trade and academic outlets.","Over time, because of Dixon's disenchantment with local issues and working-class causes, which she felt were not making enough of an impact and were reformist rather than revolutionary in nature, the focus changed from local work to international causes",no,"But just as membership was at its peak, Dixon decided to draw the line on membership requirements. She concluded that having members at di V erent levels with di V erent degrees of commitment was detrimental to the full-time cadres. Most part-time members were expelled, and the mass organizations were dissolved. The cadres closed ranks, and the organization contracted in size. For many, this Menshevik purge, as it came to be called, was a signi W cant turning point in organizational life. 17
The Unraveling
The DWP's founding belief system, as explained to recruits and members, was to build a revolutionary, feminist organization that would W ght for real change in the daily lives of the U.S. working class, eventually leading to the advent of socialism. In the early years, there was a great deal of emphasis on labor committees, workplace organizing, community e V orts, and so forth. At one point, as described above, the DWP led a grassroots organization of nearly a thousand members who worked on local political issues; many of the peripheral members and supporters of that work were residents of the city's nonwhite communities. That was a genuine boon for the organization, as well as a morale booster for the militants.
Over time, because of Dixon's disenchantment with local issues and working-class causes, which she felt were not making enough of an impact and were reformist rather than revolutionary in nature, the focus changed from local work to international causes, from a biweekly newspaper distributed locally by the members to dense academic books and theoretical journals put out by the publishing arm and distributed through trade and academic outlets. Although militants still did some local organizing (usually in the form of support work for revolutionary struggles elsewhere, for example, in Central America), most members became increasingly distanced from what the DWP was espousing and from Dixon's aspirations.
Disillusionment
At this time Dixon launched a new polemic in an attempt to establish herself once again as the sole upholder, this time, of the world working class.",author,direct_statement,asserted,Dixon,,,1.471,ligature_substitution,27638,,,,,,,,,,,,,,,,,,,,,,,,,
45,v1,random,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,179,227-227,,,"Although militants still did some local organizing (usually in the form of support work for revolutionary struggles elsewhere, for example, in Central America), most members became increasingly distanced from what the DWP was espousing and from Dixon's aspirations.",most members became increasingly distanced from what the DWP was espousing and from Dixon's aspirations,no,"But just as membership was at its peak, Dixon decided to draw the line on membership requirements. She concluded that having members at di V erent levels with di V erent degrees of commitment was detrimental to the full-time cadres. Most part-time members were expelled, and the mass organizations were dissolved. The cadres closed ranks, and the organization contracted in size. For many, this Menshevik purge, as it came to be called, was a signi W cant turning point in organizational life. 17
The Unraveling
The DWP's founding belief system, as explained to recruits and members, was to build a revolutionary, feminist organization that would W ght for real change in the daily lives of the U.S. working class, eventually leading to the advent of socialism. In the early years, there was a great deal of emphasis on labor committees, workplace organizing, community e V orts, and so forth. At one point, as described above, the DWP led a grassroots organization of nearly a thousand members who worked on local political issues; many of the peripheral members and supporters of that work were residents of the city's nonwhite communities. That was a genuine boon for the organization, as well as a morale booster for the militants.
Over time, because of Dixon's disenchantment with local issues and working-class causes, which she felt were not making enough of an impact and were reformist rather than revolutionary in nature, the focus changed from local work to international causes, from a biweekly newspaper distributed locally by the members to dense academic books and theoretical journals put out by the publishing arm and distributed through trade and academic outlets. Although militants still did some local organizing (usually in the form of support work for revolutionary struggles elsewhere, for example, in Central America), most members became increasingly distanced from what the DWP was espousing and from Dixon's aspirations.
Disillusionment
At this time Dixon launched a new polemic in an attempt to establish herself once again as the sole upholder, this time, of the world working class.",author,direct_statement,asserted,Dixon,,,1.471,ligature_substitution,27639,,,,,,,,,,,,,,,,,,,,,,,,,
46,v1,random,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,216,270-270,,,"Even outside events were interpreted to coincide with the group's worldview, including the reframing, or reinterpretation, of leaders' and members' personal lives to W t the ideology.","reframing, or reinterpretation",no,"Each of the four de W ning structural dimensions of the system served an important function in generating the vision of freedom (salvation), along with its demand for self-renunciation. Each dimension had a general purpose, a speci W c goal, a process or method for achieving that goal, and a desired e V ect or outcome (see table 11, Appendix).
The general purpose of the W rst dimension, charismatic authority, is to provide leadership. The speci W c goal is to be accepted as the legitimate authority and to o V er direction. This is accomplished through privilege and command, and the hoped-for e V ect is that members will identify with the leader.
The purpose of the belief system is to provide a worldview, whose speci W c goal is to o V er meaning and purpose through a moral imperative. This is accomplished by requiring that each member subject herself or himself to a process of personal transformation. The desired e V ect is the internalization of the belief system, which is to represent personal freedom in the sense of being connected to a greater goal and aspiring to salvation.
The purpose of the third dimension, systems of control, is to provide organizational structure. The speci W c goal is to establish a behavioral system and disciplinary code by means of rules, regulations, and sanctions. The hoped-for e V ect is compliance and, better still, obedience.
The purpose of the W nal dimension, systems of in X uence, is to provide a social system, or group culture. Institutionalized group norms and an established code of conduct by which members are expected to live is the speci W c goal. This is accomplished by various methods of peer and leadership in X uence and modeling. The desired e V ect is conformity, or the self-renunciation required for participation in the group and achieving the professed goal of the group.
Everything in these two groups W t together like a three-dimensional puzzle. Inside each group very little happened by chance. Even outside events were interpreted to coincide with the group's worldview, including the reframing, or reinterpretation, of leaders' and members' personal lives to W t the ideology. Daily life was highly controlled, with certain aspects literally orchestrated by the group. In some instances, there was blatant manipulation if not outright coercion. That was especially the case with respect to the methodology for and implementation of the required transformational process each member was expected to undergo. Members were given explicit guidance on how that process was to proceed. Once again, interpretive framing and reframing by the leader and other group members was crucial to achieving the desired goal. For the member, the goal was to perfect oneself against an impossible ideal and to criticize oneself for failing to do so all along the way. For the leader, the goal was to perfect a body of followers who would continually struggle for the impossible ideal, lauding the leader all along the way.",author,direct_statement,asserted,charismatic leader,,,3.8,ligature_substitution,27998,,,,,,,,,,,,,,,,,,,,,,,,,
47,v1,random,lalich-2004-bounded-choicetrue-believers-and-charismatic-cults,216,270-270,,,"For the member, the goal was to perfect oneself against an impossible ideal and to criticize oneself for failing to do so all along the way.",impossible ideal,no,"Each of the four de W ning structural dimensions of the system served an important function in generating the vision of freedom (salvation), along with its demand for self-renunciation. Each dimension had a general purpose, a speci W c goal, a process or method for achieving that goal, and a desired e V ect or outcome (see table 11, Appendix).
The general purpose of the W rst dimension, charismatic authority, is to provide leadership. The speci W c goal is to be accepted as the legitimate authority and to o V er direction. This is accomplished through privilege and command, and the hoped-for e V ect is that members will identify with the leader.
The purpose of the belief system is to provide a worldview, whose speci W c goal is to o V er meaning and purpose through a moral imperative. This is accomplished by requiring that each member subject herself or himself to a process of personal transformation. The desired e V ect is the internalization of the belief system, which is to represent personal freedom in the sense of being connected to a greater goal and aspiring to salvation.
The purpose of the third dimension, systems of control, is to provide organizational structure. The speci W c goal is to establish a behavioral system and disciplinary code by means of rules, regulations, and sanctions. The hoped-for e V ect is compliance and, better still, obedience.
The purpose of the W nal dimension, systems of in X uence, is to provide a social system, or group culture. Institutionalized group norms and an established code of conduct by which members are expected to live is the speci W c goal. This is accomplished by various methods of peer and leadership in X uence and modeling. The desired e V ect is conformity, or the self-renunciation required for participation in the group and achieving the professed goal of the group.
Everything in these two groups W t together like a three-dimensional puzzle. Inside each group very little happened by chance. Even outside events were interpreted to coincide with the group's worldview, including the reframing, or reinterpretation, of leaders' and members' personal lives to W t the ideology. Daily life was highly controlled, with certain aspects literally orchestrated by the group. In some instances, there was blatant manipulation if not outright coercion. That was especially the case with respect to the methodology for and implementation of the required transformational process each member was expected to undergo. Members were given explicit guidance on how that process was to proceed. Once again, interpretive framing and reframing by the leader and other group members was crucial to achieving the desired goal. For the member, the goal was to perfect oneself against an impossible ideal and to criticize oneself for failing to do so all along the way. For the leader, the goal was to perfect a body of followers who would continually struggle for the impossible ideal, lauding the leader all along the way.",author,direct_statement,asserted,charismatic leader,,,3.8,ligature_substitution,28004,,,,,,,,,,,,,,,,,,,,,,,,,
48,v1,random,richardson-2018-definitions-of-cult-from-sociological-technical-to-popular-negat,3,6-6,,,"There is little in the definition except for the ""new and unfamiliar in the U.S."" which resembles the traditional sociological definition of the term.","There is little in the definition except for the ""new and unfamiliar in the U.S."" which resembles the traditional sociological definition of the term.",yes,"This definition clearly shows the problems associated with the new, popularlative and authoritarian, and to allege that it poses a threat to the mental health of participants shows strong feelings. Calling such groups ""totalistic"" and
ized definition of cult. The emotionally charged terms used in the definition evidence the meaning of the term for those who employ it. To call a group manipu""aggressive"" and saying that they systematically indoctrinate members adds to the baggage carried by popular use of the term.
Aside from the obvious negative stereotype offered by the use of such language, there are other problems with the delineation. There is little in the definition except for the ""new and unfamiliar in the U.S."" which resembles the traditional sociological definition of the term. Indeed, there are elements in the definition which are counter to the sociological delineation. This popular use of the term does not refer to a ""small informal group lacking in a definite authority structure... spontaneous in development."" The notion of communal is not part of the traditional definition, and aggressive recruitment seems at the odds with the notion of a small informal group with relatively amorphous boundaries of belief and behavior.
Thus the new definition of cult is a hodgepodge of elements which do not hang together in any logical sense, as did elements of the traditional definition. The new definition's elements are a list of things which some interest groups in our society do not like, or which they attribute to disfavored groups. If those opposing certain groups can successfully attach the label ""cult"" to a group, then they virtually automatically get to heap the negative baggage of the popular definition on that group. In short, the term has become a ""social weapon"" to use
against groups which are not viewed with favor.
The new use of the term cult has become widespread. Media use it indiscriminantly (see van Driel and Richardson, 1988), which evidences the success of the Anti-Cult Movement (Shupe and Bromley, 1980) in promoting its view of the world. Professionals and lay persons who oppose the new religions use the term as frequently as possible, and in an ever-expanding way, as evidenced by the recent focus on activities of alleged ""satanic cults"" (Richardson, Best, and Bromley, 1991). Even more interesting is growing use of the popular term in scholarly writings about new religions and related phenomena. Some scholars attempt to avoid the term because of negative stereotyping which accompanies its use (Dillon and Richardson, 1991). The term ""new religions"" or ""new religious movements"" has been developed as a somewhat amorphous term of art by some scholars. Others, however, have, in a sense, given up to the inevitable and employ the term cult so that people who read their writings will know they are talking about phenomena popularly referred to as cults. Thus the popular usage of the term has virtually swept the more technical and historical use of the term
from writings both popular and scholarly.
Ellwood (1986) attempts to develop a definition of cult that combines some traditional concerns from the sociology of religion with the newer meaning of the term. He admits (1986:217) to ""approaching the job phenomenologically...seek(ing) only to give a name to that which has already appeared and...defined itself by exhibiting special features or constellations of features."" Ellwood adds:",author,direct_statement,asserted,Scientology,,,0.0,,36057,,,,,,,,,,,,,,,,,,,,,,,,,
49,v1,random,richardson-2018-definitions-of-cult-from-sociological-technical-to-popular-negat,3,6-6,,,"Thus the new definition of cult is a hodgepodge of elements which do not hang together in any logical sense, as did elements of the traditional definition.","Thus the new definition of cult is a hodgepodge of elements which do not hang together in any logical sense, as did elements of the traditional definition.",yes,"This definition clearly shows the problems associated with the new, popularlative and authoritarian, and to allege that it poses a threat to the mental health of participants shows strong feelings. Calling such groups ""totalistic"" and
ized definition of cult. The emotionally charged terms used in the definition evidence the meaning of the term for those who employ it. To call a group manipu""aggressive"" and saying that they systematically indoctrinate members adds to the baggage carried by popular use of the term.
Aside from the obvious negative stereotype offered by the use of such language, there are other problems with the delineation. There is little in the definition except for the ""new and unfamiliar in the U.S."" which resembles the traditional sociological definition of the term. Indeed, there are elements in the definition which are counter to the sociological delineation. This popular use of the term does not refer to a ""small informal group lacking in a definite authority structure... spontaneous in development."" The notion of communal is not part of the traditional definition, and aggressive recruitment seems at the odds with the notion of a small informal group with relatively amorphous boundaries of belief and behavior.
Thus the new definition of cult is a hodgepodge of elements which do not hang together in any logical sense, as did elements of the traditional definition. The new definition's elements are a list of things which some interest groups in our society do not like, or which they attribute to disfavored groups. If those opposing certain groups can successfully attach the label ""cult"" to a group, then they virtually automatically get to heap the negative baggage of the popular definition on that group. In short, the term has become a ""social weapon"" to use
against groups which are not viewed with favor.
The new use of the term cult has become widespread. Media use it indiscriminantly (see van Driel and Richardson, 1988), which evidences the success of the Anti-Cult Movement (Shupe and Bromley, 1980) in promoting its view of the world. Professionals and lay persons who oppose the new religions use the term as frequently as possible, and in an ever-expanding way, as evidenced by the recent focus on activities of alleged ""satanic cults"" (Richardson, Best, and Bromley, 1991). Even more interesting is growing use of the popular term in scholarly writings about new religions and related phenomena. Some scholars attempt to avoid the term because of negative stereotyping which accompanies its use (Dillon and Richardson, 1991). The term ""new religions"" or ""new religious movements"" has been developed as a somewhat amorphous term of art by some scholars. Others, however, have, in a sense, given up to the inevitable and employ the term cult so that people who read their writings will know they are talking about phenomena popularly referred to as cults. Thus the popular usage of the term has virtually swept the more technical and historical use of the term
from writings both popular and scholarly.
Ellwood (1986) attempts to develop a definition of cult that combines some traditional concerns from the sociology of religion with the newer meaning of the term. He admits (1986:217) to ""approaching the job phenomenologically...seek(ing) only to give a name to that which has already appeared and...defined itself by exhibiting special features or constellations of features."" Ellwood adds:",author,direct_statement,asserted,Scientology,,,0.0,,36060,,,,,,,,,,,,,,,,,,,,,,,,,
50,v2_qwen3-4b,random,richardson-2018-definitions-of-cult-from-sociological-technical-to-popular-negat,3,6-6,1,claim,the new definition of cult is a hodgepodge of elements which do not hang together in any logical sense,the new definition of cult is a hodgepodge of elements which do not hang together in any logical sense,yes,"This definition clearly shows the problems associated with the new, popularlative and authoritarian, and to allege that it poses a threat to the mental health of participants shows strong feelings. Calling such groups ""totalistic"" and
ized definition of cult. The emotionally charged terms used in the definition evidence the meaning of the term for those who employ it. To call a group manipu""aggressive"" and saying that they systematically indoctrinate members adds to the baggage carried by popular use of the term.
Aside from the obvious negative stereotype offered by the use of such language, there are other problems with the delineation. There is little in the definition except for the ""new and unfamiliar in the U.S."" which resembles the traditional sociological definition of the term. Indeed, there are elements in the definition which are counter to the sociological delineation. This popular use of the term does not refer to a ""small informal group lacking in a definite authority structure... spontaneous in development."" The notion of communal is not part of the traditional definition, and aggressive recruitment seems at the odds with the notion of a small informal group with relatively amorphous boundaries of belief and behavior.
Thus the new definition of cult is a hodgepodge of elements which do not hang together in any logical sense, as did elements of the traditional definition. The new definition's elements are a list of things which some interest groups in our society do not like, or which they attribute to disfavored groups. If those opposing certain groups can successfully attach the label ""cult"" to a group, then they virtually automatically get to heap the negative baggage of the popular definition on that group. In short, the term has become a ""social weapon"" to use
against groups which are not viewed with favor.
The new use of the term cult has become widespread. Media use it indiscriminantly (see van Driel and Richardson, 1988), which evidences the success of the Anti-Cult Movement (Shupe and Bromley, 1980) in promoting its view of the world. Professionals and lay persons who oppose the new religions use the term as frequently as possible, and in an ever-expanding way, as evidenced by the recent focus on activities of alleged ""satanic cults"" (Richardson, Best, and Bromley, 1991). Even more interesting is growing use of the popular term in scholarly writings about new religions and related phenomena. Some scholars attempt to avoid the term because of negative stereotyping which accompanies its use (Dillon and Richardson, 1991). The term ""new religions"" or ""new religious movements"" has been developed as a somewhat amorphous term of art by some scholars. Others, however, have, in a sense, given up to the inevitable and employ the term cult so that people who read their writings will know they are talking about phenomena popularly referred to as cults. Thus the popular usage of the term has virtually swept the more technical and historical use of the term
from writings both popular and scholarly.
Ellwood (1986) attempts to develop a definition of cult that combines some traditional concerns from the sociology of religion with the newer meaning of the term. He admits (1986:217) to ""approaching the job phenomenologically...seek(ing) only to give a name to that which has already appeared and...defined itself by exhibiting special features or constellations of features."" Ellwood adds:",author,direct_statement,asserted,,Describes the new definition's logical inconsistency,,0.0,,,qwen3:8b,True,True,True,True,True,True,True,True,,,none,The expression accurately captures the author's claim about the new definition of cult being incoherent.,,,,,,,,,,,,
51,v2_qwen3-4b,random,richardson-2018-definitions-of-cult-from-sociological-technical-to-popular-negat,3,6-6,2,association_or_framing,"the term has become a ""social weapon"" to use
against groups which are not viewed with favor","the term has become a ""social weapon"" to use
against groups which are not viewed with favor",yes,"This definition clearly shows the problems associated with the new, popularlative and authoritarian, and to allege that it poses a threat to the mental health of participants shows strong feelings. Calling such groups ""totalistic"" and
ized definition of cult. The emotionally charged terms used in the definition evidence the meaning of the term for those who employ it. To call a group manipu""aggressive"" and saying that they systematically indoctrinate members adds to the baggage carried by popular use of the term.
Aside from the obvious negative stereotype offered by the use of such language, there are other problems with the delineation. There is little in the definition except for the ""new and unfamiliar in the U.S."" which resembles the traditional sociological definition of the term. Indeed, there are elements in the definition which are counter to the sociological delineation. This popular use of the term does not refer to a ""small informal group lacking in a definite authority structure... spontaneous in development."" The notion of communal is not part of the traditional definition, and aggressive recruitment seems at the odds with the notion of a small informal group with relatively amorphous boundaries of belief and behavior.
Thus the new definition of cult is a hodgepodge of elements which do not hang together in any logical sense, as did elements of the traditional definition. The new definition's elements are a list of things which some interest groups in our society do not like, or which they attribute to disfavored groups. If those opposing certain groups can successfully attach the label ""cult"" to a group, then they virtually automatically get to heap the negative baggage of the popular definition on that group. In short, the term has become a ""social weapon"" to use
against groups which are not viewed with favor.
The new use of the term cult has become widespread. Media use it indiscriminantly (see van Driel and Richardson, 1988), which evidences the success of the Anti-Cult Movement (Shupe and Bromley, 1980) in promoting its view of the world. Professionals and lay persons who oppose the new religions use the term as frequently as possible, and in an ever-expanding way, as evidenced by the recent focus on activities of alleged ""satanic cults"" (Richardson, Best, and Bromley, 1991). Even more interesting is growing use of the popular term in scholarly writings about new religions and related phenomena. Some scholars attempt to avoid the term because of negative stereotyping which accompanies its use (Dillon and Richardson, 1991). The term ""new religions"" or ""new religious movements"" has been developed as a somewhat amorphous term of art by some scholars. Others, however, have, in a sense, given up to the inevitable and employ the term cult so that people who read their writings will know they are talking about phenomena popularly referred to as cults. Thus the popular usage of the term has virtually swept the more technical and historical use of the term
from writings both popular and scholarly.
Ellwood (1986) attempts to develop a definition of cult that combines some traditional concerns from the sociology of religion with the newer meaning of the term. He admits (1986:217) to ""approaching the job phenomenologically...seek(ing) only to give a name to that which has already appeared and...defined itself by exhibiting special features or constellations of features."" Ellwood adds:",author,direct_statement,asserted,,Explains the term's strategic use in social contexts,,0.0,,,qwen3:8b,True,True,True,True,True,True,True,True,,,none,The expression directly associates 'cult' with a 'social weapon' used against disfavored groups.,,,,,,,,,,,,
52,v1,random,richardson-2018-definitions-of-cult-from-sociological-technical-to-popular-negat,4,7-7,,,"[o]ur definition allows the customary sociological distinction between cult and sect, unless the sect is quite heterodox, for though many characteristics would obtain in both instances - separatism or relation to a legitimating tradition for example - the sect, as a particularly intense version of the dominant religion with withdrawal features, is usually said to possess more legalistic that charismatic authority and to represent a spiritual alternative only in a much narrower sense than the cult.",our definition allows the customary sociological distinction between cult and sect,no,"...the word cult is so intimately intertwined with the popular connotations the word has acquired as to make it, in my view, ultimately undesirable. The label has too often been used to isolate groups in a priori theological or social grounds and then endow them with a wide range of characteristics associated in the user's mind with cults.
Ellwood's efforts to salvage the term is laudatory. In reasonably neutral language he offers (1986:218-222) a delineation which includes the following elements:
A group that ""presents a distinct alternative to dominant patterns within the society in fundamental areas of religious life."" This includes a small size with ""distinctly different"" forms of belief and practice, carried on by a uniquely organized group (see p. 219 for details).
Possessing ""strong authoritarian and charismatic leadership.""
Oriented toward ""inducing powerful subjective experiences and meeting personal needs.""
Is ""separatist in that it strives to maintain distinct boundaries between it and the 'outside, ""' and ""requiring a high degree of conformity and commitment.""
A tendency ""to see itself as legitimated by a long tradition of wisdom or practice of which it is the current manifestation.""
This integrative effort is defended by Ellwood, who says the definition will not apply to some groups being referred to popularly (and by some professionals) as cults. He states (1986:221) that it will apply more to newer religious movements ""in their first generation and subsequently become less applicable as they, through routinization of charisma and institutionalization, become something else sociologically, even if still small and alternative.""
Ellwood also attempted to distinguish his delineation from the term sect (1986:22):
[o]ur definition allows the customary sociological distinction between cult and sect, unless the sect is quite heterodox, for though many characteristics would obtain in both instances - separatism or relation to a legitimating tradition for example - the sect, as a particularly intense version of the dominant religion with withdrawal features, is usually said to possess more legalistic that charismatic authority and to represent a spiritual alternative only in a much narrower sense than the cult.
Ellwood has made a valiant effort to define the term cult in a useful, nonstereotypical way. He apparently is not satisfied with his efforts, however, as he proceeds (1986:23) to recommend use of the alterative term ""emergent religion"" in place of the term cult. I share his concerns, based on personal experiences with trying to use the term in a technical sense with newer religious phenomena. Indeed, I would take the regrettable position that the term should be abandoned by scholars as currently being misleading and not very useful. For scholars to attempt to make use of a term with such strong and negative popular meanings seems to be folly, and it plays into the hands of those who would oppose the development of new religious forms in our society.",author,definition,asserted,cult; sect,,,0.0,,36081,,,,,,,,,,,,,,,,,,,,,,,,,
53,v1,random,richardson-2018-definitions-of-cult-from-sociological-technical-to-popular-negat,4,7-7,,,"Indeed, I would take the regrettable position that the term should be abandoned by scholars as currently being misleading and not very useful.",the term should be abandoned by scholars as currently being misleading and not very useful,no,"...the word cult is so intimately intertwined with the popular connotations the word has acquired as to make it, in my view, ultimately undesirable. The label has too often been used to isolate groups in a priori theological or social grounds and then endow them with a wide range of characteristics associated in the user's mind with cults.
Ellwood's efforts to salvage the term is laudatory. In reasonably neutral language he offers (1986:218-222) a delineation which includes the following elements:
A group that ""presents a distinct alternative to dominant patterns within the society in fundamental areas of religious life."" This includes a small size with ""distinctly different"" forms of belief and practice, carried on by a uniquely organized group (see p. 219 for details).
Possessing ""strong authoritarian and charismatic leadership.""
Oriented toward ""inducing powerful subjective experiences and meeting personal needs.""
Is ""separatist in that it strives to maintain distinct boundaries between it and the 'outside, ""' and ""requiring a high degree of conformity and commitment.""
A tendency ""to see itself as legitimated by a long tradition of wisdom or practice of which it is the current manifestation.""
This integrative effort is defended by Ellwood, who says the definition will not apply to some groups being referred to popularly (and by some professionals) as cults. He states (1986:221) that it will apply more to newer religious movements ""in their first generation and subsequently become less applicable as they, through routinization of charisma and institutionalization, become something else sociologically, even if still small and alternative.""
Ellwood also attempted to distinguish his delineation from the term sect (1986:22):
[o]ur definition allows the customary sociological distinction between cult and sect, unless the sect is quite heterodox, for though many characteristics would obtain in both instances - separatism or relation to a legitimating tradition for example - the sect, as a particularly intense version of the dominant religion with withdrawal features, is usually said to possess more legalistic that charismatic authority and to represent a spiritual alternative only in a much narrower sense than the cult.
Ellwood has made a valiant effort to define the term cult in a useful, nonstereotypical way. He apparently is not satisfied with his efforts, however, as he proceeds (1986:23) to recommend use of the alterative term ""emergent religion"" in place of the term cult. I share his concerns, based on personal experiences with trying to use the term in a technical sense with newer religious phenomena. Indeed, I would take the regrettable position that the term should be abandoned by scholars as currently being misleading and not very useful. For scholars to attempt to make use of a term with such strong and negative popular meanings seems to be folly, and it plays into the hands of those who would oppose the development of new religious forms in our society.",author,direct_statement,asserted,cult,,,0.0,,36085,,,,,,,,,,,,,,,,,,,,,,,,,
54,v2_qwen3-4b,random,richardson-2018-definitions-of-cult-from-sociological-technical-to-popular-negat,4,7-7,5,definition,requiring a high degree of conformity and commitment.,requiring a high degree of conformity and commitment.,yes,"...the word cult is so intimately intertwined with the popular connotations the word has acquired as to make it, in my view, ultimately undesirable. The label has too often been used to isolate groups in a priori theological or social grounds and then endow them with a wide range of characteristics associated in the user's mind with cults.
Ellwood's efforts to salvage the term is laudatory. In reasonably neutral language he offers (1986:218-222) a delineation which includes the following elements:
A group that ""presents a distinct alternative to dominant patterns within the society in fundamental areas of religious life."" This includes a small size with ""distinctly different"" forms of belief and practice, carried on by a uniquely organized group (see p. 219 for details).
Possessing ""strong authoritarian and charismatic leadership.""
Oriented toward ""inducing powerful subjective experiences and meeting personal needs.""
Is ""separatist in that it strives to maintain distinct boundaries between it and the 'outside, ""' and ""requiring a high degree of conformity and commitment.""
A tendency ""to see itself as legitimated by a long tradition of wisdom or practice of which it is the current manifestation.""
This integrative effort is defended by Ellwood, who says the definition will not apply to some groups being referred to popularly (and by some professionals) as cults. He states (1986:221) that it will apply more to newer religious movements ""in their first generation and subsequently become less applicable as they, through routinization of charisma and institutionalization, become something else sociologically, even if still small and alternative.""
Ellwood also attempted to distinguish his delineation from the term sect (1986:22):
[o]ur definition allows the customary sociological distinction between cult and sect, unless the sect is quite heterodox, for though many characteristics would obtain in both instances - separatism or relation to a legitimating tradition for example - the sect, as a particularly intense version of the dominant religion with withdrawal features, is usually said to possess more legalistic that charismatic authority and to represent a spiritual alternative only in a much narrower sense than the cult.
Ellwood has made a valiant effort to define the term cult in a useful, nonstereotypical way. He apparently is not satisfied with his efforts, however, as he proceeds (1986:23) to recommend use of the alterative term ""emergent religion"" in place of the term cult. I share his concerns, based on personal experiences with trying to use the term in a technical sense with newer religious phenomena. Indeed, I would take the regrettable position that the term should be abandoned by scholars as currently being misleading and not very useful. For scholars to attempt to make use of a term with such strong and negative popular meanings seems to be folly, and it plays into the hands of those who would oppose the development of new religious forms in our society.",author,direct_statement,asserted,,Key control mechanism in Ellwood's definition,,0.0,,,qwen3:8b,True,True,True,True,True,True,True,True,,,none,"The phrase is a clear, self-contained part of a definition of 'cult' in Ellwood's work.",,,,,,,,,,,,
55,v1,random,richardson-2018-definitions-of-cult-from-sociological-technical-to-popular-negat,5,8-8,,,the term has such negative connotations that for it allowed in court proceedings is a major victory for those opposing groups b referred to as cults,the term has such negative connotations,no,"USE OF THE TERM CULT IN OTHER SETTINGS
As problematic as the term cult is for scholars, its use in other settings be worse. For instance, the term has such negative connotations that for it allowed in court proceedings is a major victory for those opposing groups b referred to as cults. If a group being sued is referred to with impunity as a many of those hearing the term can be expected to assume the ""baggage"" w often accompanies the term in its popular usage. There is suggestive evi that this attribution process may occur with regularity. For example, T (1991) notes that custody disputes involving minority or deviant religi groups nearly always result in custody awards to the parent involved in a t tional religious group. Richardson (1991) discusses tort actions invo groups often referred to as cults, and notes the difficulty such groups h defending themselves. Bromley and Breschel (1992) find strong support a the general public and institutional elites for social control of groups refer
as cults.
Jeffrey Pfeiffer, a psychologist, has done research relevant to the question (Pfeiffer, 1992). His research, grounded in psychological framing theory as developed by Tversky and Kahneman (1981), offers some empirical test of the claim that the term ""cult"" carries significant ""baggage."" Pfeiffer states (1992:533) that ""when an individual is asked to evaluate an object, person, or event, his or her judgment may be based upon a previously developed cognitive representation such as a schema."" He adds, ""there is a negativity bias... [That] has been illustrated by a number of studies which suggest that negative information often carries more weight than positive information in terms of biasing judgments.""
Pfeiffer then points out the general negative coverage of cults in the media and suggests that inundating people with the negative images from the media may result in the formation of ""negative schemata regarding the indoctrination processes employed by cults"" (1992:533-534). He refers to Tversky and Kahneman's (1981) point that when a person is asked to make a judgment about something unfamiliar they may ""anchor the response to any piece of relevant information the person has...and subsequently frame their decision around this anchor"" (1992:534). Pfeiffer thinks the term cult is a significant anchor which
frames interpretations given to anything referred to by that term.
Pfeiffer's research is supportive of our point. He developed a scenario of someone joining a group and going through its indoctrination process. He had 100 subjects read a scenario, similar in all respects except changed so that subjects thought the person was being recruited by a cult, identified as the Unification Church or ""Moonies"", by a Catholic seminary, or by the Marines.
The results of this research show an overwhelming bias against groups such as the Unification Church, and those who join them. For instance, subjects defined the person who joined the Unification Church as significantly less happy, less intelligent, and less responsible than those who joined the Marines or the seminary. They also thought the person may have been coerced and treat-
ed less fairly by the Unification Church.
In a survey administered to subjects afterward, they were asked to describe their feelings about cults. Seventy-four percent offered a negative interpretation, and 82% described the average cult member in negative terms. Of note, 92% said their perceptions were based on news media accounts, and 78% said they have had no personal contact with cult members. Pfeiffer's conclusion included the following statement (1992:541): ""(S)ubjects tend to rate both the group, and the individual joining the group, in more negative terms if they are led to believe the group is a cult.""",author,direct_statement,asserted,cults,,,0.0,,36087,,,,,,,,,,,,,,,,,,,,,,,,,
